"measuring_program","date","time","station","sam_code","short_name","attribute","observable","category","count","life_stage","wet_mass","dry_mass","lab_comments","condition"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Coenagrionidae","Aquatic Insect",2,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Leptoceridae","Aquatic Insect",3,"Larvae","5.3000000000000824E-3","1.7000000000000348E-3",NA,"N"
"YBFMP",2021-09-28,"11:25","STTD","","DRIFT","Drift Invertebrates","Diptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"11:25","STTD","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",6,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"11:25","STTD","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"11:25","STTD","","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"11:25","STTD","","DRIFT","Drift Invertebrates","Leptoceridae","Aquatic Insect",1,"Larvae","2.6000000000001577E-3","<0.001",NA,"N"
"YBFMP",2021-10-12,"08:24","SHR","","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",4,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-12,"08:24","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-12,"08:24","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",8,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-12,"08:24","SHR","","DRIFT","Drift Invertebrates","Ephemeroptera","Aquatic Insect",2,"Adults","2.2000000000002018E-3","<0.001",NA,"N"
"YBFMP",2021-10-12,"08:24","SHR","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-12,"08:24","SHR","","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-12,"08:24","SHR","","DRIFT","Drift Invertebrates","Thysanoptera","Terrestrial Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Araneae","Terrestrial Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Ixodida","Terrestrial Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Naididae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Truncatelloidea","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",3,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",11,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Psychodidae","Aquatic Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",12,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",14,"Adults","2.6000000000001577E-3","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Corixidae","Aquatic Insect",2,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",8,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Coenagrionidae","Aquatic Insect",1,"Nymphs","2.1999999999997577E-3","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Psocoptera","Terrestrial Insect",1,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Gammaridae","Aquatic Non-Insect",13,"N/A","7.6000000000000512E-3","2.2000000000002018E-3",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",3,"N/A","1.7000000000000348E-3","<0.001",NA,"N"
"YBFMP",2021-10-13,"11:07","STTD","","DRIFT","Drift Invertebrates","Palaemonidae","Aquatic Non-Insect",1,"N/A","2.0100000000000229E-2","6.6999999999999282E-3",NA,"N"
